#,FIRST,LAST,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EF,,
135,Patty,Mills,80,21.9,9.5,3.4,7.8,44,1.8,4.4,41.4,0.8,1,82.5,0.3,1.5,1.8,3.5,0.8,0,1.3,9.8,,
136,Nik,Stauskas,80,27.4,9.5,3.1,7.9,39.6,1.7,4.5,36.8,1.5,1.9,81.3,0.3,2.6,2.8,2.4,0.6,0.4,1.6,8.9,,
137,Brandon,Ingram,79,28.8,9.4,3.5,8.7,40.2,0.7,2.4,29.4,1.7,2.7,62.1,0.8,3.2,4,2.1,0.6,0.5,1.5,8.9,,
138,Ish,Smith,81,24.1,9.4,4.1,9.2,43.9,0.3,1.3,26.7,0.9,1.3,70.6,0.3,2.6,2.9,5.2,0.8,0.4,1.4,11.6,,
139,Cory,Joseph,80,25,9.3,3.7,8.3,45.2,0.6,1.7,35.6,1.2,1.5,77,0.6,2.3,2.9,3.3,0.8,0.2,1.4,10.3,,
140,Jeff,Green,69,22.4,9.2,3.2,8.1,39.4,0.8,2.8,27.5,2.1,2.4,86.3,0.6,2.5,3.1,1.2,0.5,0.2,1.1,7.9,,
141,Gerald,Henderson,72,23.2,9.2,3.3,7.7,42.3,0.8,2.4,35.3,1.8,2.3,80.6,0.5,2.1,2.6,1.6,0.6,0.2,0.9,8.3,,
142,Marquese,Chriss,82,21.3,9.2,3.5,7.7,44.9,0.9,2.7,32.1,1.4,2.2,62.4,1.2,3.1,4.2,0.7,0.8,0.8,1.3,9.4,,
143,Michael,Kidd-Gilchrist,81,29,9.2,3.6,7.6,47.7,0,0.1,11.1,1.9,2.4,78.4,1.9,5,7,1.4,1,0.9,0.7,14.3,,
144,Joe,Johnson,78,23.6,9.2,3.5,8,43.6,1.4,3.3,41.1,0.8,1,81.8,0.4,2.7,3.1,1.8,0.5,0.2,0.9,9.2,,
145,Jameer,Nelson,75,27.3,9.2,3.6,8.1,44.4,1.4,3.6,38.8,0.6,0.8,71.4,0.4,2.2,2.6,5.1,0.7,0.1,1.7,11.3,,
146,Channing,Frye,74,18.9,9.1,3.2,7,45.8,1.9,4.5,40.9,0.9,1,85.1,0.5,3.4,3.9,0.6,0.5,0.5,0.7,9.9,,
147,Nene,67,17.9,9.1,3.7,5.9,61.7,0,0.1,33.3,1.7,2.9,58.9,1.4,2.8,4.2,1,0.8,0.6,1.1,11.1,,,
148,Montrezl,Harrell,58,18.3,9.1,3.9,5.9,65.2,0,0.1,14.3,1.3,2.1,62.8,1.4,2.4,3.8,1.1,0.3,0.7,0.8,11.4,,
149,Tony,Allen,71,27,9.1,3.9,8.4,46.1,0.2,0.8,27.8,1.1,1.8,61.5,2.3,3.2,5.5,1.4,1.6,0.4,1.4,11.3,,
150,Kelly,Olynyk,75,20.5,9,3.5,6.8,51.2,0.9,2.6,35.4,1.2,1.6,73.2,1,3.8,4.8,2,0.6,0.4,1.3,11.8,,
151,Evan,Turner,65,25.5,9,3.6,8.5,42.6,0.5,1.8,26.3,1.3,1.6,82.5,0.6,3.2,3.8,3.2,0.8,0.4,1.5,10.5,,
152,Doug,McDermott,66,22.8,9,3.4,7.5,44.7,1.2,3.2,37,1.1,1.3,84.5,0.3,2.4,2.7,0.9,0.2,0.1,0.6,7.9,,
153,JaMychal,Green,77,27.3,8.9,3.2,6.5,50,0.7,1.9,37.9,1.7,2.2,80.2,2.2,4.9,7.1,1.1,0.6,0.4,1.2,13.3,,
154,DeMarre,Carroll,72,26.1,8.9,3.1,7.6,40,1.5,4.4,34.1,1.2,1.6,76.1,0.9,2.9,3.8,1,1.1,0.4,0.8,9.5,,
155,Al-Farouq,Aminu,61,29.1,8.7,3,7.6,39.3,1.1,3.5,33,1.6,2.2,70.6,1.3,6.1,7.4,1.6,1,0.7,1.5,12.6,,
156,Marreese,Speights,82,15.7,8.7,3,6.7,44.5,1.3,3.4,37.2,1.5,1.7,87.6,1.1,3.5,4.5,0.8,0.3,0.5,0.8,10,,
157,Rondae,Hollis-Jefferson,78,22.6,8.7,3,6.9,43.4,0.2,0.9,22.4,2.4,3.2,75.1,1.2,4.6,5.8,2,1.1,0.6,1.5,11.8,,
158,Tony,Snell,80,29.2,8.5,3.1,6.8,45.5,1.8,4.4,40.6,0.6,0.7,81,0.3,2.8,3.1,1.2,0.7,0.2,0.7,9.2,,
159,Monta,Ellis,74,27,8.5,3.3,7.5,44.3,0.6,1.8,31.9,1.3,1.7,72.7,0.3,2.5,2.8,3.2,1.1,0.4,1.8,9.4,,
160,Arron,Afflalo,61,25.9,8.4,3,6.9,44,1,2.5,41.1,1.4,1.5,89.2,0.1,1.9,2,1.3,0.3,0.1,0.7,7.5,,
161,Norman,Powell,76,18,8.4,3,6.7,44.9,0.7,2.3,32.4,1.7,2.1,79.2,0.3,1.9,2.2,1.1,0.7,0.2,0.9,7.5,,
162,Troy,Daniels,67,17.7,8.2,2.8,7.4,37.4,2.1,5.3,38.9,0.6,0.8,79.6,0.3,1.2,1.5,0.7,0.3,0.1,0.7,5.3,,
163,Willy,Hernangomez,72,18.4,8.2,3.4,6.5,52.9,0.1,0.2,26.7,1.3,1.7,72.8,2.4,4.6,7,1.3,0.6,0.5,1.4,12.6,,
164,Willie,Cauley-Stein,75,18.9,8.1,3.4,6.4,53,0,0,0,1.3,2,66.9,1.1,3.4,4.5,1.1,0.7,0.6,0.9,10.4,,
165,Ben,McLemore,61,19.3,8.1,3,6.9,43,1.1,2.8,38.2,1.1,1.5,75.3,0.3,1.8,2.1,0.8,0.5,0.1,1,6.3,,
166,Al,Jefferson,66,14.1,8.1,3.6,7.1,49.9,0,0,0,1,1.3,76.5,1.1,3.1,4.2,0.9,0.3,0.2,0.5,9.3,,
167,Tristan,Thompson,78,29.9,8.1,3.4,5.6,60,0,0,0,1.4,2.7,49.8,3.7,5.5,9.2,1,0.5,1.1,0.8,15.4,,
168,Vince,Carter,73,24.7,8,2.6,6.7,39.4,1.5,4.1,37.8,1.2,1.6,76.5,0.5,2.6,3.1,1.8,0.8,0.5,0.7,9.2,,
169,Alex,Len,77,20.3,8,3,6,49.7,0,0.2,25,1.9,2.7,72.1,2,4.6,6.6,0.6,0.5,1.3,1.3,11.8,,
170,Langston,Galloway,74,20.2,7.9,2.8,7.4,38,1.6,4.2,39,0.7,0.9,79.7,0.4,1.7,2.1,1.3,0.6,0.1,0.6,6.6,,
171,D.J.,Augustin,78,19.7,7.9,2.5,6.6,37.7,1.2,3.5,34.7,1.7,2.1,81.4,0.2,1.3,1.5,2.7,0.4,0,1.1,6.8,,
172,Rajon,Rondo,69,26.7,7.8,3.3,8.1,40.8,0.7,1.9,37.6,0.4,0.7,60,1.1,4.1,5.1,6.7,1.4,0.2,2.5,13.7,,
173,Sergio,Rodriguez,68,22.3,7.8,3.1,7.9,39.2,1.4,3.7,36.5,0.3,0.4,66.7,0.3,2,2.3,5.1,0.7,0.1,1.9,9.1,,
174,Garrett,Temple,65,26.6,7.8,2.8,6.6,42.4,1.3,3.4,37.3,0.9,1.1,78.4,0.5,2.3,2.8,2.6,1.3,0.4,1.2,9.6,,
175,Justin,Holiday,82,20,7.7,2.8,6.6,43.3,1.2,3.3,35.5,0.8,1,82.5,0.3,2.4,2.7,1.2,0.8,0.4,0.8,8.1,,
176,Matthew,Dellavedova,76,26.1,7.6,2.7,7,39,1,2.8,36.7,1.1,1.3,85.4,0.3,1.6,1.9,4.7,0.7,0,1.8,8.7,,
177,Andre,Iguodala,76,26.3,7.6,2.9,5.5,52.8,0.8,2.3,36.2,0.9,1.3,70.6,0.7,3.3,4,3.4,1,0.5,0.8,12.8,,
178,Manu,Ginobili,69,18.7,7.5,2.5,6.4,39,1.3,3.3,39.2,1.2,1.6,80.4,0.4,1.9,2.3,2.7,1.2,0.2,1.4,8.3,,
179,Iman,Shumpert,76,25.5,7.5,2.6,6.4,41.1,1.2,3.4,36,0.9,1.2,78.9,0.5,2.4,2.9,1.4,0.8,0.4,1,7.9,,
180,Isaiah,Whitehead,73,22.5,7.4,2.8,7,40.2,0.6,2,29.5,1.2,1.5,80.5,0.4,2.1,2.5,2.6,0.6,0.5,1.9,7.2,,
181,Spencer,Dinwiddie,59,22.6,7.3,2.3,5.1,44.4,0.6,1.7,37.6,2.1,2.7,79.2,0.5,2.3,2.8,3.1,0.8,0.4,1.1,9.8,,
182,Danny,Green,68,26.8,7.3,2.6,6.6,39.2,1.7,4.6,37.9,0.4,0.5,84.4,0.5,2.8,3.3,1.8,1,0.8,1.1,9.1,,
183,David,Lee,79,18.7,7.3,3.1,5.3,59,0,0,0,1,1.4,70.8,1.9,3.7,5.6,1.6,0.4,0.5,1,11.7,,
184,Tyler,Ulis,61,18.4,7.3,3,7.2,42.1,0.3,1.3,26.6,0.9,1.2,77.5,0.3,1.2,1.6,3.7,0.8,0.1,1.3,7.7,,
185,Thabo,Sefolosha,62,25.7,7.2,2.8,6.4,44.1,0.7,1.9,34.2,0.9,1.2,73.3,0.9,3.5,4.4,1.7,1.6,0.5,0.9,10.5,,
186,Tim,Frazier,65,23.5,7.1,2.5,6.2,40.3,0.6,2,31.3,1.5,2,76,0.5,2.1,2.7,5.2,0.9,0.1,1.6,10.2,,
187,Larry,Nance,Jr.,63,22.9,7.1,3,5.7,52.6,0.2,0.6,27.8,0.9,1.3,73.8,1.9,4,5.9,1.5,1.3,0.6,0.9,12.5,
188,Brandon,Jennings,81,22.2,7.1,2.4,6.6,35.9,1,3.1,31.3,1.4,1.9,75,0.4,2.1,2.4,4.9,0.9,0.1,1.6,9,,
189,Matt,Barnes,74,24,7.1,2.5,6.4,39.1,1.2,3.6,33.1,0.9,1.2,78.7,0.9,4.2,5.2,2.6,0.7,0.3,1.4,10.4,,
190,Justin,Anderson,75,16.4,7.1,2.5,5.9,42.4,0.8,2.6,29.9,1.4,1.7,79.1,0.9,2.3,3.3,0.9,0.6,0.3,0.9,7.5,,
191,Anthony,Tolliver,65,22.7,7.1,2.4,5.4,44.2,1.4,3.5,39.1,0.9,1.3,74.4,0.8,2.9,3.6,1.2,0.5,0.3,0.9,8.6,,
192,Joe,Ingles,82,24,7.1,2.5,5.5,45.2,1.5,3.4,44.1,0.6,0.8,73.5,0.3,2.9,3.2,2.7,1.2,0.1,1.3,9.7,,
193,Solomon,Hill,80,29.7,7,2.3,6,38.3,1.2,3.4,34.8,1.3,1.6,80.5,0.6,3.2,3.8,1.8,0.9,0.4,1,8.9,,
194,Justin,Hamilton,64,18.4,6.9,2.7,5.9,45.9,0.9,2.8,30.6,0.6,0.8,75,1.1,3,4.1,0.9,0.5,0.7,0.7,8.9,,
195,T.J.,McConnell,81,26.3,6.9,2.9,6.3,46.1,0.1,0.7,20,0.9,1.1,81.1,0.5,2.6,3.1,6.6,1.6,0.1,2,12.8,,
196,Patrick,Patterson,65,24.6,6.8,2.4,5.9,40.1,1.4,3.9,37.2,0.7,0.9,71.7,1,3.6,4.5,1.2,0.6,0.3,0.6,9.1,,
197,Ian,Clark,77,14.8,6.8,2.7,5.6,48.7,0.8,2.1,37.4,0.6,0.8,75.9,0.3,1.3,1.6,1.2,0.5,0.1,0.7,6.4,,
198,Bobby,Portis,64,15.6,6.8,2.9,5.9,48.8,0.5,1.5,33.3,0.6,0.9,66.1,1.2,3.5,4.6,0.5,0.3,0.2,0.6,8.5,,
199,Jared,Dudley,64,21.3,6.8,2.5,5.4,45.4,1.2,3.2,37.9,0.7,1,66.2,0.5,3,3.5,1.9,0.7,0.3,1.1,8.7,,
200,John,Henson,58,19.4,6.8,2.7,5.3,51.5,0,0,0,1.3,1.8,69.2,1.6,3.5,5.1,1,0.5,1.3,0.9,10.6,,
201,Raymond,Felton,80,21.3,6.7,2.8,6.4,43,0.6,1.8,31.9,0.6,0.8,78.1,0.4,2.3,2.7,2.4,0.8,0.3,1,8.1,,
202,Devin,Harris,65,16.7,6.7,2.1,5.2,39.9,0.9,2.7,32.8,1.6,2,82.9,0.2,1.8,2,2.1,0.7,0.1,0.9,7.2,,
203,James,Ennis,III,64,23.5,6.7,2.3,5,45.5,0.8,2.1,37.2,1.3,1.7,78.2,1.1,3,4,1,0.7,0.3,0.9,8.7,
204,Dwight,Powell,77,17.3,6.7,2.5,4.9,51.5,0.3,1,28.4,1.4,1.8,75.9,1.2,2.8,4,0.6,0.8,0.5,0.4,9.4,,
205,PJ,Tucker,81,27.6,6.7,2.5,6,41.3,0.9,2.4,35.7,0.9,1.1,77.4,1.4,4.4,5.8,1.2,1.4,0.2,0.8,10.8,,
206,Kosta,Koufos,71,20,6.6,3,5.5,55.1,0,0,0,0.5,0.9,61.3,1.7,4,5.7,0.7,0.5,0.7,0.9,10.5,,
207,Andre,Roberson,79,30.1,6.6,2.7,5.9,46.4,0.6,2.3,24.5,0.6,1.4,42.3,1.2,3.9,5.1,1,1.2,1,0.7,10.3,,
208,Jaylen,Brown,78,17.2,6.6,2.5,5.4,45.5,0.6,1.7,34.3,1.1,1.6,68.5,0.6,2.2,2.8,0.8,0.5,0.2,0.9,6.6,,
209,Dante,Cunningham,66,25,6.6,2.6,5.4,48.5,1.1,2.7,39.2,0.2,0.4,59.3,0.8,3.3,4.2,0.6,0.6,0.4,0.4,9,,
210,Sam,Dekker,77,18.4,6.5,2.6,5.6,47.3,0.8,2.4,32.1,0.5,0.9,55.9,1.2,2.5,3.7,1,0.5,0.3,0.5,8.1,,
211,Amir,Johnson,80,20.1,6.5,2.7,4.6,57.6,0.3,0.8,40.9,0.8,1.3,67,1.5,3.1,4.6,1.8,0.6,0.8,1,10.9,,
212,Timothe,Luwawu-Cabarrot,69,17.2,6.4,2.1,5.2,40.2,0.7,2.3,31.1,1.5,1.8,85.4,0.4,1.8,2.2,1.1,0.5,0.1,1.1,5.9,,
213,Mirza,Teletovic,70,16.2,6.4,2.2,6,37.3,1.5,4.4,34.1,0.5,0.6,77.8,0.2,2.2,2.3,0.7,0.2,0.2,0.5,5.4,,
214,Rodney,McGruder,78,25.2,6.4,2.4,5.9,41.3,0.9,2.8,33.2,0.6,0.9,62,1.2,2.1,3.3,1.6,0.6,0.2,0.7,7.5,,
215,Kelly,Oubre,Jr.,79,20.3,6.3,2.4,5.6,42.1,0.7,2.4,28.7,0.9,1.3,75.8,0.8,2.5,3.3,0.6,0.7,0.2,0.6,7,
216,Kyle,O'Quinn,79,15.6,6.3,2.7,5.2,52.1,0,0.2,11.8,0.8,1.1,77.1,2,3.6,5.6,1.5,0.5,1.3,1,11.4,,
217,Leandro,Barbosa,67,14.4,6.3,2.6,5.9,43.9,0.5,1.5,35.7,0.6,0.7,88.9,0.2,1.3,1.6,1.2,0.5,0.1,0.7,5.5,,
218,Mindaugas,Kuzminskas,68,14.9,6.3,2.3,5.4,42.8,0.8,2.5,32.1,0.8,1,80.9,0.7,1.2,1.9,1,0.4,0.2,0.8,5.7,,
219,Dante,Exum,66,18.6,6.2,2.3,5.5,42.7,0.7,2.3,29.5,0.9,1.1,79.5,0.5,1.5,2,1.7,0.3,0.2,1.2,5.8,,
220,Mike,Muscala,70,17.7,6.2,2.4,4.8,50.4,0.7,1.6,41.8,0.7,0.9,76.6,1.1,2.3,3.4,1.4,0.4,0.6,0.8,8.6,,
221,Nemanja,Bjelica,65,18.3,6.2,2.3,5.5,42.4,0.9,2.7,31.6,0.7,0.9,73.8,0.9,2.9,3.8,1.2,0.6,0.3,0.9,7.8,,
222,Trey,Lyles,71,16.3,6.2,2.2,6.2,36.2,0.9,2.9,31.9,0.8,1.1,72.2,0.7,2.6,3.3,1,0.4,0.3,0.9,6,,
223,Jonathon,Simmons,78,17.8,6.2,2.3,5.4,42,0.4,1.3,29.4,1.3,1.7,75,0.3,1.8,2.1,1.6,0.6,0.3,1,6.3,,
224,JaVale,McGee,77,9.6,6.1,2.7,4.1,65.2,0,0,0,0.7,1.4,50.5,1.3,1.9,3.2,0.2,0.3,0.9,0.5,8,,
225,Zaza,Pachulia,70,18.1,6.1,2.3,4.4,53.4,0,0,0,1.4,1.8,77.8,2,3.9,5.9,1.9,0.8,0.5,1.2,11.5,,
226,Glenn,Robinson,III,69,20.7,6.1,2.3,4.9,46.7,0.7,1.8,39.2,0.8,1.1,71.1,0.8,2.7,3.6,0.7,0.6,0.3,0.5,7.7,
227,Luc,Mbah,a,Moute,80,22.3,6.1,2.4,4.7,50.5,0.5,1.4,39.1,0.7,1.1,67.8,0.6,1.6,2.1,0.5,1,0.4,0.6,6.9
228,Alex,Abrines,68,15.5,6,2,5,39.3,1.4,3.6,38.1,0.6,0.7,89.8,0.3,1,1.3,0.6,0.5,0.1,0.5,4.9,,
229,Bismack,Biyombo,81,22.1,6,2.2,4.2,52.8,0,0,0,1.5,2.9,53.4,1.9,5.1,7,0.9,0.3,1.1,1.2,10.8,,
230,Domantas,Sabonis,81,20.1,5.9,2.4,5.9,39.9,0.6,2,32.1,0.5,0.8,65.7,0.6,3,3.6,1,0.5,0.4,1,6.5,,
231,Andrew,Harrison,72,20.5,5.9,1.6,5,32.5,0.6,2.2,27.6,2.1,2.7,76.3,0.3,1.6,1.9,2.8,0.7,0.3,1.2,6.4,,
232,Jerian,Grant,63,16.3,5.9,2,4.8,42.5,0.8,2.1,36.6,1,1.2,89,0.3,1.5,1.8,1.9,0.8,0.1,0.7,6.9,,
233,Tarik,Black,67,16.3,5.7,2.2,4.4,51,0,0,50,1.2,1.6,75.2,2.1,3,5.1,0.6,0.4,0.7,0.9,9.1,,
234,Taurean,Prince,59,16.6,5.7,1.9,4.8,40,0.6,1.7,32.4,1.3,1.6,78.7,0.4,2.2,2.7,0.9,0.7,0.5,1,6.2,,
235,Jason,Smith,74,14.4,5.7,2.4,4.4,52.9,0.5,1.1,47.4,0.5,0.7,68.6,0.9,2.6,3.5,0.5,0.3,0.7,0.8,7.6,,
236,Richard,Jefferson,79,20.4,5.7,1.9,4.3,44.6,0.8,2.4,33.3,1,1.4,74.1,0.4,2.2,2.6,1,0.3,0.1,0.7,6.3,,
237,Terry,Rozier,74,17.1,5.5,2,5.6,36.7,0.8,2.4,31.8,0.7,0.9,77.3,0.5,2.5,3.1,1.8,0.6,0.1,0.6,6.8,,
238,Jerami,Grant,80,19.1,5.5,1.9,4.1,46.3,0.5,1.5,37.1,1.1,1.8,61.2,0.5,2.1,2.6,0.6,0.4,1,0.6,6.5,,
239,Meyers,Leonard,74,16.5,5.4,2,5.1,38.6,1,2.9,34.7,0.5,0.5,87.5,0.4,2.8,3.2,1,0.2,0.4,0.5,6.5,,
240,Joffrey,Lauvergne,70,14,5.4,2.1,4.8,44,0.5,1.4,33.7,0.7,1,63,1,2.6,3.6,1,0.4,0.1,0.8,6.5,,
241,Malcolm,Delaney,73,17.1,5.4,2,5.3,37.4,0.4,1.5,23.6,1,1.3,80.6,0.1,1.5,1.7,2.6,0.5,0,1.3,5.4,,
242,Willie,Reed,71,14.5,5.3,2.3,4,56.8,0,0.1,25,0.7,1.2,55.7,1.8,2.9,4.7,0.4,0.3,0.7,0.4,8.5,,
243,Randy,Foye,69,18.6,5.2,1.7,4.7,36.3,1,2.9,33,0.8,0.9,85.7,0.1,2.1,2.2,2,0.5,0.1,1.2,5.7,,
244,Shaun,Livingston,76,17.7,5.1,2.3,4.2,54.7,0,0,33.3,0.6,0.8,70,0.4,1.6,2,1.8,0.5,0.3,0.8,6.8,,
245,Dewayne,Dedmon,76,17.7,5.1,2.1,3.4,62.2,0,0,0,0.9,1.2,69.9,1.7,4.8,6.5,0.6,0.5,0.8,0.8,11,,
246,Aaron,Brooks,65,13.8,5,1.9,4.6,40.3,0.7,2,37.5,0.5,0.6,80,0.3,0.8,1.1,1.9,0.4,0.1,1,4.6,,
247,Juan,Hernangomez,62,13.6,4.9,1.6,3.6,45.1,0.7,1.8,40.7,0.9,1.2,75,0.7,2.3,3,0.5,0.5,0.2,0.5,6.3,,
248,Mario,Hezonja,65,14.8,4.9,1.8,5.1,35.5,0.7,2.2,29.9,0.6,0.8,80,0.3,1.9,2.2,1,0.5,0.2,0.9,4.4,,
249,Aron,Baynes,75,15.5,4.9,1.9,3.7,51.3,0,0,0,1.1,1.3,84,1.5,3,4.4,0.4,0.2,0.5,0.7,7.8,,
250,Cristiano,Felicio,66,15.8,4.8,1.9,3.3,57.9,0,0,0,0.9,1.4,64.5,1.9,2.8,4.7,0.6,0.4,0.3,0.5,8.3,,
251,Luke,Babbitt,68,15.7,4.8,1.7,4.1,40.2,1.3,3.1,41.4,0.2,0.2,73.3,0.2,1.9,2.1,0.5,0.3,0.2,0.4,4.9,,
252,David,West,68,12.6,4.6,2,3.7,53.6,0,0.1,37.5,0.6,0.8,76.8,0.7,2.3,3,2.2,0.6,0.7,1.1,8.1,,
253,Boris,Diaw,73,17.6,4.6,2,4.5,44.6,0.3,1.1,24.7,0.4,0.5,74.3,0.6,1.5,2.2,2.3,0.3,0.1,1.2,5.7,,
254,C.J.,Watson,62,16.6,4.5,1.5,4,38.7,0.5,1.7,30.5,0.9,1.1,86.4,0.3,1.2,1.4,1.8,0.7,0,0.8,5.2,,
255,Corey,Brewer,82,15.6,4.5,1.8,4.2,42.2,0.3,1.4,22.9,0.6,0.8,73.5,0.4,1.6,2,1.2,0.7,0.2,0.7,5.4,,
256,Davis,Bertans,67,12.1,4.5,1.5,3.5,44,1,2.6,39.9,0.4,0.5,82.4,0.3,1.1,1.5,0.7,0.3,0.4,0.5,4.9,,
257,Noah,Vonleh,74,17.1,4.4,1.8,3.6,48.1,0.1,0.3,35,0.8,1.3,63.8,1.8,3.5,5.2,0.4,0.4,0.4,0.9,7.6,,
258,Stanley,Johnson,77,17.8,4.4,1.7,4.7,35.3,0.6,2,29.2,0.5,0.7,67.9,0.5,2,2.5,1.4,0.7,0.3,0.9,5.1,,
259,Dorian,Finney-Smith,81,20.3,4.3,1.5,4.1,37.2,0.7,2.4,29.3,0.6,0.8,75.4,0.7,2.1,2.7,0.8,0.6,0.3,0.6,5.5,,
260,Jason,Terry,74,18.4,4.1,1.4,3.3,43.2,1,2.3,42.7,0.3,0.4,82.8,0.2,1.2,1.4,1.3,0.6,0.3,0.5,5.4,,
261,Patrick,McCaw,71,15.1,4,1.5,3.5,43.3,0.6,1.7,33.3,0.4,0.5,78.4,0.3,1.1,1.4,1.1,0.5,0.2,0.5,4.5,,
262,Jonas,Jerebko,78,15.8,3.8,1.5,3.4,43.5,0.6,1.7,34.6,0.3,0.5,70.3,0.8,2.7,3.5,0.9,0.3,0.2,0.5,6.2,,
263,Kris,Dunn,78,17.1,3.8,1.5,4,37.7,0.3,0.9,28.8,0.5,0.8,61,0.3,1.8,2.1,2.4,1,0.5,1.1,5.8,,
264,Tyus,Jones,60,12.9,3.5,1.3,3,41.4,0.4,1.2,35.6,0.6,0.7,76.7,0.2,1,1.1,2.6,0.8,0.1,0.6,5.5,,
265,Kyle,Anderson,72,14.2,3.4,1.3,2.9,44.5,0.2,0.6,37.5,0.6,0.8,78.9,0.5,2.4,2.9,1.3,0.7,0.4,0.5,6.3,,
266,Salah,Mejri,73,12.4,2.9,1.2,1.9,64.2,0,0,33.3,0.5,0.8,59,1.3,2.9,4.2,0.2,0.4,0.8,0.6,7,,
267,Lavoy,Allen,61,14.3,2.9,1.3,2.8,45.8,0,0,0,0.4,0.5,69.7,1.7,1.9,3.6,0.9,0.3,0.4,0.5,6,,
268,Semaj,Christon,64,15.2,2.9,1.2,3.5,34.5,0.2,1,19,0.3,0.5,54.8,0.3,1.1,1.4,2,0.4,0.1,0.7,3.6,,
269,Wesley,Johnson,68,11.9,2.7,1.1,2.9,36.5,0.4,1.7,24.6,0.2,0.3,64.7,0.4,2.3,2.7,0.3,0.4,0.4,0.3,4.4,,
270,DeAndre,Liggins,62,12.5,2.5,0.9,2.3,38.7,0.3,0.7,37,0.4,0.6,62.5,0.3,1.4,1.7,0.9,0.8,0.2,0.7,3.7,,
271,Cole,Aldrich,62,8.6,1.7,0.7,1.4,52.3,0,0,0,0.2,0.4,68.2,0.8,1.7,2.5,0.4,0.4,0.4,0.3,4.4,,